PROCESS	Ref_num	List_num	expected	upload_1 (over/under)	upload_1 (fold Enrichment)	pval	FDR
alpha-amino acid catabolic process (GO:1901606)	42	0	1.46	-	 < 0.01	4.03E-01	1.00E+00
negative regulation of ascospore formation (GO:0075297)	2	0	0.07	-	 < 0.01	1.00E+00	1.00E+00
retrotransposition (GO:0032197)	91	0	3.15	-	 < 0.01	7.71E-02	8.41E-01
transposition (GO:0032196)	94	0	3.26	-	 < 0.01	7.92E-02	8.44E-01
glucose import (GO:0046323)	3	0	0.1	-	 < 0.01	1.00E+00	1.00E+00
negative regulation of ribonucleoprotein complex localization (GO:2000198)	1	0	0.03	-	 < 0.01	1.00E+00	1.00E+00
eukaryotic translation initiation factor 4F complex assembly (GO:0097010)	1	0	0.03	-	 < 0.01	1.00E+00	1.00E+00
protein-lipid complex remodeling (GO:0034368)	1	0	0.03	-	 < 0.01	1.00E+00	1.00E+00
ubiquinone biosynthetic process from tyrosine (GO:0032180)	1	0	0.03	-	 < 0.01	1.00E+00	1.00E+00
regulation of phosphate transmembrane transport (GO:2000185)	4	0	0.14	-	 < 0.01	1.00E+00	1.00E+00
NAD biosynthesis via nicotinamide riboside salvage pathway (GO:0034356)	4	0	0.14	-	 < 0.01	1.00E+00	1.00E+00
NAD salvage (GO:0034355)	1	0	0.03	-	 < 0.01	1.00E+00	1.00E+00
alkanesulfonate catabolic process (GO:0046306)	1	0	0.03	-	 < 0.01	1.00E+00	1.00E+00
RNA folding (GO:0034337)	2	0	0.07	-	 < 0.01	1.00E+00	1.00E+00
snoRNA transcription by RNA polymerase II (GO:0001015)	4	0	0.14	-	 < 0.01	1.00E+00	1.00E+00
"protein alpha-1,2-demannosylation (GO:0036508)"	4	0	0.14	-	 < 0.01	1.00E+00	1.00E+00
"regulation of retrograde vesicle-mediated transport, Golgi to ER (GO:2000156)"	1	0	0.03	-	 < 0.01	1.00E+00	1.00E+00
protein demannosylation (GO:0036507)	4	0	0.14	-	 < 0.01	1.00E+00	1.00E+00
activation of protein kinase activity (GO:0032147)	1	0	0.03	-	 < 0.01	1.00E+00	1.00E+00
negative regulation of DNA-templated transcription initiation (GO:2000143)	1	0	0.03	-	 < 0.01	1.00E+00	1.00E+00
negative regulation of Arp2/3 complex-mediated actin nucleation (GO:0034316)	7	0	0.24	-	 < 0.01	1.00E+00	1.00E+00
positive regulation of mitotic DNA damage checkpoint (GO:1904291)	1	0	0.03	-	 < 0.01	1.00E+00	1.00E+00
Arp2/3 complex-mediated actin nucleation (GO:0034314)	7	0	0.24	-	 < 0.01	1.00E+00	1.00E+00
diol biosynthetic process (GO:0034312)	8	0	0.28	-	 < 0.01	1.00E+00	1.00E+00
diol metabolic process (GO:0034311)	8	0	0.28	-	 < 0.01	1.00E+00	1.00E+00
negative regulation of phospholipid translocation (GO:0061093)	2	0	0.07	-	 < 0.01	1.00E+00	1.00E+00
positive regulation of phospholipid translocation (GO:0061092)	1	0	0.03	-	 < 0.01	1.00E+00	1.00E+00
regulation of phospholipid translocation (GO:0061091)	6	0	0.21	-	 < 0.01	1.00E+00	1.00E+00
mitotic cell cycle phase (GO:0098763)	1	0	0.03	-	 < 0.01	1.00E+00	1.00E+00
"positive regulation of mating-type specific transcription, DNA-templated (GO:0045895)"	2	0	0.07	-	 < 0.01	1.00E+00	1.00E+00
negative regulation of G1/S transition of mitotic cell cycle (GO:2000134)	7	0	0.24	-	 < 0.01	1.00E+00	1.00E+00
regulation of mitotic DNA damage checkpoint (GO:1904289)	1	0	0.03	-	 < 0.01	1.00E+00	1.00E+00
positive regulation of protein-pyridoxal-5-phosphate linkage (GO:1904287)	1	0	0.03	-	 < 0.01	1.00E+00	1.00E+00
primary alcohol biosynthetic process (GO:0034309)	12	0	0.42	-	 < 0.01	1.00E+00	1.00E+00
regulation of protein-pyridoxal-5-phosphate linkage (GO:1904285)	1	0	0.03	-	 < 0.01	1.00E+00	1.00E+00
galacturonan metabolic process (GO:0010393)	1	0	0.03	-	 < 0.01	1.00E+00	1.00E+00
ascospore-type prospore membrane formation (GO:0032120)	16	0	0.55	-	 < 0.01	1.00E+00	1.00E+00
protein desumoylation (GO:0016926)	2	0	0.07	-	 < 0.01	1.00E+00	1.00E+00
protein sumoylation (GO:0016925)	12	0	0.42	-	 < 0.01	1.00E+00	1.00E+00
regulation of G2/M transition of mitotic cell cycle (GO:0010389)	23	0	0.8	-	 < 0.01	1.00E+00	1.00E+00
C-terminal protein demethylation (GO:1990577)	1	0	0.03	-	 < 0.01	1.00E+00	1.00E+00
mitochondrial L-ornithine transmembrane transport (GO:1990575)	3	0	0.1	-	 < 0.01	1.00E+00	1.00E+00
cell aggregation (GO:0098743)	5	0	0.17	-	 < 0.01	1.00E+00	1.00E+00
positive regulation of sister chromatid cohesion (GO:0045876)	3	0	0.1	-	 < 0.01	1.00E+00	1.00E+00
negative regulation of sister chromatid cohesion (GO:0045875)	2	0	0.07	-	 < 0.01	1.00E+00	1.00E+00
GDP-mannose transmembrane transport (GO:1990570)	2	0	0.07	-	 < 0.01	1.00E+00	1.00E+00
nuclear pore complex assembly (GO:0051292)	7	0	0.24	-	 < 0.01	1.00E+00	1.00E+00
negative regulation of TORC1 signaling (GO:1904262)	11	0	0.38	-	 < 0.01	1.00E+00	1.00E+00
positive regulation of response to nutrient levels (GO:0032109)	12	0	0.42	-	 < 0.01	1.00E+00	1.00E+00
negative regulation of response to nutrient levels (GO:0032108)	1	0	0.03	-	 < 0.01	1.00E+00	1.00E+00
UDP-N-acetylglucosamine transmembrane transport (GO:1990569)	1	0	0.03	-	 < 0.01	1.00E+00	1.00E+00
macromolecule depalmitoylation (GO:0098734)	2	0	0.07	-	 < 0.01	1.00E+00	1.00E+00
macromolecule deacylation (GO:0098732)	2	0	0.07	-	 < 0.01	1.00E+00	1.00E+00
positive regulation of DNA-templated DNA replication (GO:2000105)	10	0	0.35	-	 < 0.01	1.00E+00	1.00E+00
negative regulation of proteolysis (GO:0045861)	7	0	0.24	-	 < 0.01	1.00E+00	1.00E+00
negative regulation of sequestering of calcium ion (GO:0051283)	2	0	0.07	-	 < 0.01	1.00E+00	1.00E+00
zinc ion import into Golgi lumen (GO:1904257)	1	0	0.03	-	 < 0.01	1.00E+00	1.00E+00
positive regulation of protein kinase activity (GO:0045860)	2	0	0.07	-	 < 0.01	1.00E+00	1.00E+00
regulation of sequestering of calcium ion (GO:0051282)	2	0	0.07	-	 < 0.01	1.00E+00	1.00E+00
cellular response to salt (GO:1902075)	2	0	0.07	-	 < 0.01	1.00E+00	1.00E+00
response to salt (GO:1902074)	2	0	0.07	-	 < 0.01	1.00E+00	1.00E+00
mitochondrial coenzyme A transmembrane transport (GO:1990559)	1	0	0.03	-	 < 0.01	1.00E+00	1.00E+00
mitochondrial fusion (GO:0008053)	4	0	0.14	-	 < 0.01	1.00E+00	1.00E+00
pantothenate import across plasma membrane (GO:0098717)	1	0	0.03	-	 < 0.01	1.00E+00	1.00E+00
mitochondrial phosphate ion transmembrane transport (GO:1990547)	2	0	0.07	-	 < 0.01	1.00E+00	1.00E+00
mitochondrial tricarboxylic acid transmembrane transport (GO:1990546)	3	0	0.1	-	 < 0.01	1.00E+00	1.00E+00
mitochondrial thiamine pyrophosphate transmembrane transport (GO:1990545)	1	0	0.03	-	 < 0.01	1.00E+00	1.00E+00
mitochondrial ATP transmembrane transport (GO:1990544)	5	0	0.17	-	 < 0.01	1.00E+00	1.00E+00
positive regulation of mitotic metaphase/anaphase transition (GO:0045842)	8	0	0.28	-	 < 0.01	1.00E+00	1.00E+00
positive regulation of mitotic nuclear division (GO:0045840)	8	0	0.28	-	 < 0.01	1.00E+00	1.00E+00
protein homooligomerization (GO:0051260)	1	0	0.03	-	 < 0.01	1.00E+00	1.00E+00
fructose import across plasma membrane (GO:1990539)	2	0	0.07	-	 < 0.01	1.00E+00	1.00E+00
phosphoenolpyruvate transmembrane import into Golgi lumen (GO:1990536)	2	0	0.07	-	 < 0.01	1.00E+00	1.00E+00
carbohydrate import across plasma membrane (GO:0098704)	2	0	0.07	-	 < 0.01	1.00E+00	1.00E+00
protein complex oligomerization (GO:0051259)	3	0	0.1	-	 < 0.01	1.00E+00	1.00E+00
calcium ion import across plasma membrane (GO:0098703)	3	0	0.1	-	 < 0.01	1.00E+00	1.00E+00
positive regulation of meiotic nuclear division (GO:0045836)	5	0	0.17	-	 < 0.01	1.00E+00	1.00E+00
mitotic spindle midzone assembly (GO:0051256)	1	0	0.03	-	 < 0.01	1.00E+00	1.00E+00
negative regulation of lipid metabolic process (GO:0045833)	18	0	0.62	-	 < 0.01	1.00E+00	1.00E+00
spindle midzone assembly (GO:0051255)	1	0	0.03	-	 < 0.01	1.00E+00	1.00E+00
polyamine transmembrane transport (GO:1902047)	10	0	0.35	-	 < 0.01	1.00E+00	1.00E+00
positive regulation of glycolytic process (GO:0045821)	1	0	0.03	-	 < 0.01	1.00E+00	1.00E+00
nucleoside bisphosphate catabolic process (GO:0033869)	4	0	0.14	-	 < 0.01	1.00E+00	1.00E+00
snRNA import into nucleus (GO:0061015)	2	0	0.07	-	 < 0.01	1.00E+00	1.00E+00
pyrimidine nucleotide import into mitochondrion (GO:1990519)	1	0	0.03	-	 < 0.01	1.00E+00	1.00E+00
positive regulation of glycogen catabolic process (GO:0045819)	1	0	0.03	-	 < 0.01	1.00E+00	1.00E+00
negative regulation of glycogen catabolic process (GO:0045818)	1	0	0.03	-	 < 0.01	1.00E+00	1.00E+00
sequestering of metal ion (GO:0051238)	1	0	0.03	-	 < 0.01	1.00E+00	1.00E+00
transcription initiation-coupled chromatin remodeling (GO:0045815)	3	0	0.1	-	 < 0.01	1.00E+00	1.00E+00
maintenance of RNA location (GO:0051237)	2	0	0.07	-	 < 0.01	1.00E+00	1.00E+00
spindle disassembly (GO:0051230)	7	0	0.24	-	 < 0.01	1.00E+00	1.00E+00
establishment of protein localization to endoplasmic reticulum (GO:0072599)	44	0	1.52	-	 < 0.01	4.05E-01	1.00E+00
polyadenylation-dependent ncRNA catabolic process (GO:0043634)	2	0	0.07	-	 < 0.01	1.00E+00	1.00E+00
polyadenylation-dependent RNA catabolic process (GO:0043633)	5	0	0.17	-	 < 0.01	1.00E+00	1.00E+00
maintenance of protein localization in organelle (GO:0072595)	15	0	0.52	-	 < 0.01	1.00E+00	1.00E+00
reactive oxygen species metabolic process (GO:0072593)	18	0	0.62	-	 < 0.01	1.00E+00	1.00E+00
nitrate import (GO:1902025)	1	0	0.03	-	 < 0.01	1.00E+00	1.00E+00
furaldehyde metabolic process (GO:0033859)	2	0	0.07	-	 < 0.01	1.00E+00	1.00E+00
L-lysine transport (GO:1902022)	4	0	0.14	-	 < 0.01	1.00E+00	1.00E+00
mitotic DNA replication maintenance of fidelity (GO:1990505)	1	0	0.03	-	 < 0.01	1.00E+00	1.00E+00
meiotic spindle disassembly (GO:0051229)	3	0	0.1	-	 < 0.01	1.00E+00	1.00E+00
primary cell septum biogenesis (GO:0031671)	2	0	0.07	-	 < 0.01	1.00E+00	1.00E+00
negative regulation of endocytosis (GO:0045806)	3	0	0.1	-	 < 0.01	1.00E+00	1.00E+00
mitotic spindle disassembly (GO:0051228)	4	0	0.14	-	 < 0.01	1.00E+00	1.00E+00
spindle assembly (GO:0051225)	14	0	0.49	-	 < 0.01	1.00E+00	1.00E+00
negative regulation of protein transport (GO:0051224)	3	0	0.1	-	 < 0.01	1.00E+00	1.00E+00
regulatory ncRNA 3'-end processing (GO:0043628)	2	0	0.07	-	 < 0.01	1.00E+00	1.00E+00
cytoplasmic sequestering of protein (GO:0051220)	1	0	0.03	-	 < 0.01	1.00E+00	1.00E+00
mannitol metabolic process (GO:0019594)	2	0	0.07	-	 < 0.01	1.00E+00	1.00E+00
clathrin-dependent endocytosis (GO:0072583)	8	0	0.28	-	 < 0.01	1.00E+00	1.00E+00
anaerobic glycerol catabolic process (GO:0019588)	2	0	0.07	-	 < 0.01	1.00E+00	1.00E+00
lytic vacuole organization (GO:0080171)	1	0	0.03	-	 < 0.01	1.00E+00	1.00E+00
fatty acid transmembrane transport (GO:1902001)	2	0	0.07	-	 < 0.01	1.00E+00	1.00E+00
release of sequestered calcium ion into cytosol (GO:0051209)	2	0	0.07	-	 < 0.01	1.00E+00	1.00E+00
amide catabolic process (GO:0043605)	10	0	0.35	-	 < 0.01	1.00E+00	1.00E+00
regulation of nitric oxide metabolic process (GO:0080164)	2	0	0.07	-	 < 0.01	1.00E+00	1.00E+00
L-arabinose catabolic process (GO:0019572)	1	0	0.03	-	 < 0.01	1.00E+00	1.00E+00
protein destabilization (GO:0031648)	2	0	0.07	-	 < 0.01	1.00E+00	1.00E+00
regulation of protein stability (GO:0031647)	21	0	0.73	-	 < 0.01	1.00E+00	1.00E+00
L-arabinose catabolic process to xylulose 5-phosphate (GO:0019569)	1	0	0.03	-	 < 0.01	1.00E+00	1.00E+00
arabinose catabolic process (GO:0019568)	5	0	0.17	-	 < 0.01	1.00E+00	1.00E+00
arabinose metabolic process (GO:0019566)	5	0	0.17	-	 < 0.01	1.00E+00	1.00E+00
glycerol catabolic process (GO:0019563)	6	0	0.21	-	 < 0.01	1.00E+00	1.00E+00
regulation of inorganic anion transmembrane transport (GO:1903795)	4	0	0.14	-	 < 0.01	1.00E+00	1.00E+00
uracil transmembrane transport (GO:1903791)	1	0	0.03	-	 < 0.01	1.00E+00	1.00E+00
guanine nucleotide transmembrane transport (GO:1903790)	1	0	0.03	-	 < 0.01	1.00E+00	1.00E+00
zymogen activation (GO:0031638)	2	0	0.07	-	 < 0.01	1.00E+00	1.00E+00
glutamate catabolic process to 2-oxoglutarate (GO:0019551)	1	0	0.03	-	 < 0.01	1.00E+00	1.00E+00
arginine catabolic process to ornithine (GO:0019547)	1	0	0.03	-	 < 0.01	1.00E+00	1.00E+00
positive regulation of lipid localization (GO:1905954)	5	0	0.17	-	 < 0.01	1.00E+00	1.00E+00
negative regulation of lipid localization (GO:1905953)	5	0	0.17	-	 < 0.01	1.00E+00	1.00E+00
regulation of lipid localization (GO:1905952)	14	0	0.49	-	 < 0.01	1.00E+00	1.00E+00
arginine catabolic process to glutamate (GO:0019544)	1	0	0.03	-	 < 0.01	1.00E+00	1.00E+00
protein localization to vacuolar membrane (GO:1903778)	10	0	0.35	-	 < 0.01	1.00E+00	1.00E+00
propionate catabolic process (GO:0019543)	2	0	0.07	-	 < 0.01	1.00E+00	1.00E+00
propionate metabolic process (GO:0019541)	3	0	0.1	-	 < 0.01	1.00E+00	1.00E+00
pyrimidine-containing compound transmembrane transport (GO:0072531)	5	0	0.17	-	 < 0.01	1.00E+00	1.00E+00
regulation of DNA double-strand break processing (GO:1903775)	4	0	0.14	-	 < 0.01	1.00E+00	1.00E+00
proteasome core complex assembly (GO:0080129)	2	0	0.07	-	 < 0.01	1.00E+00	1.00E+00
pyrimidine-containing compound catabolic process (GO:0072529)	7	0	0.24	-	 < 0.01	1.00E+00	1.00E+00
pyrimidine-containing compound biosynthetic process (GO:0072528)	36	0	1.25	-	 < 0.01	6.36E-01	1.00E+00
pyrimidine-containing compound metabolic process (GO:0072527)	43	0	1.49	-	 < 0.01	4.04E-01	1.00E+00
positive regulation of potassium ion export across plasma membrane (GO:1903766)	1	0	0.03	-	 < 0.01	1.00E+00	1.00E+00
negative regulation of potassium ion export across plasma membrane (GO:1903765)	1	0	0.03	-	 < 0.01	1.00E+00	1.00E+00
regulation of potassium ion export across plasma membrane (GO:1903764)	2	0	0.07	-	 < 0.01	1.00E+00	1.00E+00
D-gluconate metabolic process (GO:0019521)	3	0	0.1	-	 < 0.01	1.00E+00	1.00E+00
aldonic acid metabolic process (GO:0019520)	3	0	0.1	-	 < 0.01	1.00E+00	1.00E+00
sucrose mediated signaling (GO:0009745)	1	0	0.03	-	 < 0.01	1.00E+00	1.00E+00
response to sucrose (GO:0009744)	1	0	0.03	-	 < 0.01	1.00E+00	1.00E+00
peptidyl-proline hydroxylation (GO:0019511)	1	0	0.03	-	 < 0.01	1.00E+00	1.00E+00
triglyceride homeostasis (GO:0070328)	3	0	0.1	-	 < 0.01	1.00E+00	1.00E+00
S-adenosylhomocysteine catabolic process (GO:0019510)	1	0	0.03	-	 < 0.01	1.00E+00	1.00E+00
fatty acid derivative catabolic process (GO:1901569)	2	0	0.07	-	 < 0.01	1.00E+00	1.00E+00
fatty acid derivative metabolic process (GO:1901568)	7	0	0.24	-	 < 0.01	1.00E+00	1.00E+00
formaldehyde catabolic process (GO:0046294)	2	0	0.07	-	 < 0.01	1.00E+00	1.00E+00
formaldehyde metabolic process (GO:0046292)	2	0	0.07	-	 < 0.01	1.00E+00	1.00E+00
detection of sucrose stimulus (GO:0009731)	1	0	0.03	-	 < 0.01	1.00E+00	1.00E+00
detection of carbohydrate stimulus (GO:0009730)	1	0	0.03	-	 < 0.01	1.00E+00	1.00E+00
negative regulation of strand invasion (GO:0060543)	1	0	0.03	-	 < 0.01	1.00E+00	1.00E+00
regulation of strand invasion (GO:0060542)	2	0	0.07	-	 < 0.01	1.00E+00	1.00E+00
L-methionine salvage from methylthioadenosine (GO:0019509)	9	0	0.31	-	 < 0.01	1.00E+00	1.00E+00
regulation of G0 to G1 transition (GO:0070316)	1	0	0.03	-	 < 0.01	1.00E+00	1.00E+00
G1 to G0 transition (GO:0070314)	4	0	0.14	-	 < 0.01	1.00E+00	1.00E+00
malonic acid transmembrane transport (GO:1901553)	1	0	0.03	-	 < 0.01	1.00E+00	1.00E+00
cinnamic acid catabolic process (GO:0046281)	2	0	0.07	-	 < 0.01	1.00E+00	1.00E+00
negative regulation of amyloid fibril formation (GO:1905907)	1	0	0.03	-	 < 0.01	1.00E+00	1.00E+00
regulation of amyloid fibril formation (GO:1905906)	1	0	0.03	-	 < 0.01	1.00E+00	1.00E+00
regulation of plasma membrane organization (GO:1903729)	1	0	0.03	-	 < 0.01	1.00E+00	1.00E+00
negative regulation of phospholipid metabolic process (GO:1903726)	10	0	0.35	-	 < 0.01	1.00E+00	1.00E+00
"3,4-dihydroxybenzoate metabolic process (GO:0046278)"	1	0	0.03	-	 < 0.01	1.00E+00	1.00E+00
positive regulation of stress-activated protein kinase signaling cascade (GO:0070304)	3	0	0.1	-	 < 0.01	1.00E+00	1.00E+00
negative regulation of stress-activated protein kinase signaling cascade (GO:0070303)	3	0	0.1	-	 < 0.01	1.00E+00	1.00E+00
regulation of stress-activated protein kinase signaling cascade (GO:0070302)	6	0	0.21	-	 < 0.01	1.00E+00	1.00E+00
cellular response to hydrogen peroxide (GO:0070301)	7	0	0.24	-	 < 0.01	1.00E+00	1.00E+00
catechol-containing compound metabolic process (GO:0009712)	1	0	0.03	-	 < 0.01	1.00E+00	1.00E+00
phenylpropanoid catabolic process (GO:0046271)	2	0	0.07	-	 < 0.01	1.00E+00	1.00E+00
donor selection (GO:0007535)	6	0	0.21	-	 < 0.01	1.00E+00	1.00E+00
IRE1-mediated unfolded protein response (GO:0036498)	5	0	0.17	-	 < 0.01	1.00E+00	1.00E+00
negative regulation of molecular function (GO:0044092)	13	0	0.45	-	 < 0.01	1.00E+00	1.00E+00
"regulation of mating-type specific transcription, DNA-templated (GO:0007532)"	3	0	0.1	-	 < 0.01	1.00E+00	1.00E+00
positive regulation of vacuole organization (GO:0044090)	11	0	0.38	-	 < 0.01	1.00E+00	1.00E+00
spermidine transmembrane transport (GO:1903711)	4	0	0.14	-	 < 0.01	1.00E+00	1.00E+00
spermine transmembrane transport (GO:1903710)	4	0	0.14	-	 < 0.01	1.00E+00	1.00E+00
negative regulation of mitophagy (GO:1901525)	3	0	0.1	-	 < 0.01	1.00E+00	1.00E+00
regulation of monoatomic anion transport (GO:0044070)	1	0	0.03	-	 < 0.01	1.00E+00	1.00E+00
tRNA 5'-end processing (GO:0099116)	11	0	0.38	-	 < 0.01	1.00E+00	1.00E+00
intermembrane phospholipid transfer (GO:0120010)	1	0	0.03	-	 < 0.01	1.00E+00	1.00E+00
detection of disaccharide stimulus (GO:0034288)	1	0	0.03	-	 < 0.01	1.00E+00	1.00E+00
response to disaccharide (GO:0034285)	1	0	0.03	-	 < 0.01	1.00E+00	1.00E+00
regulation of protein secretion (GO:0050708)	1	0	0.03	-	 < 0.01	1.00E+00	1.00E+00
kynurenic acid biosynthetic process (GO:0034276)	1	0	0.03	-	 < 0.01	1.00E+00	1.00E+00
kynurenic acid metabolic process (GO:0034275)	1	0	0.03	-	 < 0.01	1.00E+00	1.00E+00
positive regulation of protein binding (GO:0032092)	1	0	0.03	-	 < 0.01	1.00E+00	1.00E+00
negative regulation of protein binding (GO:0032091)	1	0	0.03	-	 < 0.01	1.00E+00	1.00E+00
nitric oxide catabolic process (GO:0046210)	2	0	0.07	-	 < 0.01	1.00E+00	1.00E+00
nicotinamide riboside transport (GO:0034258)	2	0	0.07	-	 < 0.01	1.00E+00	1.00E+00
regulation of urea metabolic process (GO:0034255)	1	0	0.03	-	 < 0.01	1.00E+00	1.00E+00
regulation of urea catabolic process (GO:0034254)	1	0	0.03	-	 < 0.01	1.00E+00	1.00E+00
positive regulation of amide catabolic process (GO:0034253)	1	0	0.03	-	 < 0.01	1.00E+00	1.00E+00
positive regulation of endodeoxyribonuclease activity (GO:0032079)	2	0	0.07	-	 < 0.01	1.00E+00	1.00E+00
regulation of amide catabolic process (GO:0034251)	1	0	0.03	-	 < 0.01	1.00E+00	1.00E+00
positive regulation of deoxyribonuclease activity (GO:0032077)	2	0	0.07	-	 < 0.01	1.00E+00	1.00E+00
positive regulation of amide metabolic process (GO:0034250)	1	0	0.03	-	 < 0.01	1.00E+00	1.00E+00
positive regulation of nuclease activity (GO:0032075)	3	0	0.1	-	 < 0.01	1.00E+00	1.00E+00
nitric oxide metabolic process (GO:0046209)	3	0	0.1	-	 < 0.01	1.00E+00	1.00E+00
spermine catabolic process (GO:0046208)	1	0	0.03	-	 < 0.01	1.00E+00	1.00E+00
regulation of endodeoxyribonuclease activity (GO:0032071)	2	0	0.07	-	 < 0.01	1.00E+00	1.00E+00
regulation of deoxyribonuclease activity (GO:0032070)	2	0	0.07	-	 < 0.01	1.00E+00	1.00E+00
negative regulation of amide metabolic process (GO:0034249)	1	0	0.03	-	 < 0.01	1.00E+00	1.00E+00
regulation of amide metabolic process (GO:0034248)	3	0	0.1	-	 < 0.01	1.00E+00	1.00E+00
negative regulation of transcription elongation by RNA polymerase II (GO:0034244)	2	0	0.07	-	 < 0.01	1.00E+00	1.00E+00
regulation of nuclease activity (GO:0032069)	3	0	0.1	-	 < 0.01	1.00E+00	1.00E+00
maintenance of protein location in cell cortex (GO:0032065)	2	0	0.07	-	 < 0.01	1.00E+00	1.00E+00
single-species biofilm formation (GO:0044010)	5	0	0.17	-	 < 0.01	1.00E+00	1.00E+00
positive regulation of ubiquitin-dependent protein catabolic process (GO:2000060)	4	0	0.14	-	 < 0.01	1.00E+00	1.00E+00
negative regulation of translational initiation in response to stress (GO:0032057)	3	0	0.1	-	 < 0.01	1.00E+00	1.00E+00
positive regulation of translation in response to stress (GO:0032056)	3	0	0.1	-	 < 0.01	1.00E+00	1.00E+00
negative regulation of translation in response to stress (GO:0032055)	4	0	0.14	-	 < 0.01	1.00E+00	1.00E+00
negative regulation of ubiquitin-dependent protein catabolic process (GO:2000059)	4	0	0.14	-	 < 0.01	1.00E+00	1.00E+00
regulation of ubiquitin-dependent protein catabolic process (GO:2000058)	8	0	0.28	-	 < 0.01	1.00E+00	1.00E+00
ethanolamine transport (GO:0034229)	1	0	0.03	-	 < 0.01	1.00E+00	1.00E+00
tRNA thio-modification (GO:0034227)	7	0	0.24	-	 < 0.01	1.00E+00	1.00E+00
cellular response to zinc ion starvation (GO:0034224)	5	0	0.17	-	 < 0.01	1.00E+00	1.00E+00
cardiolipin biosynthetic process (GO:0032049)	4	0	0.14	-	 < 0.01	1.00E+00	1.00E+00
mitochondrial DNA catabolic process (GO:0032043)	1	0	0.03	-	 < 0.01	1.00E+00	1.00E+00
mitochondrial DNA metabolic process (GO:0032042)	9	0	0.31	-	 < 0.01	1.00E+00	1.00E+00
negative regulation of double-strand break repair via homologous recombination (GO:2000042)	1	0	0.03	-	 < 0.01	1.00E+00	1.00E+00
regulation of cytoplasmic translation in response to stress (GO:1990497)	2	0	0.07	-	 < 0.01	1.00E+00	1.00E+00
glycolipid translocation (GO:0034203)	1	0	0.03	-	 < 0.01	1.00E+00	1.00E+00
response to oleic acid (GO:0034201)	6	0	0.21	-	 < 0.01	1.00E+00	1.00E+00
response to cobalt ion (GO:0032025)	1	0	0.03	-	 < 0.01	1.00E+00	1.00E+00
cytosolic small ribosomal subunit assembly (GO:0180025)	2	0	0.07	-	 < 0.01	1.00E+00	1.00E+00
