FUNCTION	Ref_num	List_num	expected	over under	foldEnrichment	pval	FDR
S-adenosylmethionine-homocysteine S-methyltransferase activity (GO:0008898)	2	0	.07	-	 < 0.01	1.00E00	1.00E00
pseudouridine synthase activity (GO:0009982)	11	0	.38	-	 < 0.01	1.00E00	1.00E00
holo-[acyl-carrier-protein] synthase activity (GO:0008897)	3	0	.10	-	 < 0.01	1.00E00	1.00E00
guanine deaminase activity (GO:0008892)	1	0	.03	-	 < 0.01	1.00E00	1.00E00
2-aminoadipate transaminase activity (GO:0047536)	4	0	.14	-	 < 0.01	1.00E00	1.00E00
potassium:chloride symporter activity (GO:0015379)	1	0	.03	-	 < 0.01	1.00E00	1.00E00
ubiquitin-protein transferase regulator activity (GO:0055106)	10	0	.35	-	 < 0.01	1.00E00	1.00E00
chloride:monoatomic cation symporter activity (GO:0015377)	1	0	.03	-	 < 0.01	1.00E00	1.00E00
ubiquitin-protein transferase inhibitor activity (GO:0055105)	3	0	.10	-	 < 0.01	1.00E00	1.00E00
ligase regulator activity (GO:0055103)	1	0	.03	-	 < 0.01	1.00E00	1.00E00
cyclase activity (GO:0009975)	1	0	.03	-	 < 0.01	1.00E00	1.00E00
organic acid binding (GO:0043177)	7	0	.24	-	 < 0.01	1.00E00	1.00E00
solute:sodium symporter activity (GO:0015370)	1	0	.03	-	 < 0.01	1.00E00	1.00E00
5-methyltetrahydropteroyltri-L-glutamate-dependent methyltransferase activity (GO:0042085)	1	0	.03	-	 < 0.01	1.00E00	1.00E00
5,10-methylenetetrahydrofolate-dependent methyltransferase activity (GO:0042083)	1	0	.03	-	 < 0.01	1.00E00	1.00E00
C-palmitoyltransferase activity (GO:0016454)	2	0	.07	-	 < 0.01	1.00E00	1.00E00
C-acetyltransferase activity (GO:0016453)	2	0	.07	-	 < 0.01	1.00E00	1.00E00
nitrite reductase activity (GO:0098809)	1	0	.03	-	 < 0.01	1.00E00	1.00E00
mRNA cap binding (GO:0098808)	1	0	.03	-	 < 0.01	1.00E00	1.00E00
galactoside O-acetyltransferase activity (GO:0008870)	1	0	.03	-	 < 0.01	1.00E00	1.00E00
methylisocitrate lyase activity (GO:0046421)	2	0	.07	-	 < 0.01	1.00E00	1.00E00
protein-cysteine S-acyltransferase activity (GO:0019707)	7	0	.24	-	 < 0.01	1.00E00	1.00E00
protein-cysteine S-palmitoyltransferase activity (GO:0019706)	7	0	.24	-	 < 0.01	1.00E00	1.00E00
fructokinase activity (GO:0008865)	5	0	.17	-	 < 0.01	1.00E00	1.00E00
formate dehydrogenase (NAD+) activity (GO:0008863)	1	0	.03	-	 < 0.01	1.00E00	1.00E00
protein arginine N5-methyltransferase activity (GO:0019702)	1	0	.03	-	 < 0.01	1.00E00	1.00E00
rRNA (uridine) methyltransferase activity (GO:0016436)	4	0	.14	-	 < 0.01	1.00E00	1.00E00
rRNA (guanine) methyltransferase activity (GO:0016435)	4	0	.14	-	 < 0.01	1.00E00	1.00E00
rRNA (cytosine) methyltransferase activity (GO:0016434)	2	0	.07	-	 < 0.01	1.00E00	1.00E00
rRNA (adenine) methyltransferase activity (GO:0016433)	3	0	.10	-	 < 0.01	1.00E00	1.00E00
siderophore uptake transmembrane transporter activity (GO:0015344)	1	0	.03	-	 < 0.01	1.00E00	1.00E00
siderophore-iron transmembrane transporter activity (GO:0015343)	6	0	.21	-	 < 0.01	1.00E00	1.00E00
exoribonuclease II activity (GO:0008859)	2	0	.07	-	 < 0.01	1.00E00	1.00E00
ATP-dependent H2AZ histone chaperone activity (GO:0140849)	2	0	.07	-	 < 0.01	1.00E00	1.00E00
phosphatidylglycerol phospholipase C activity (GO:0034479)	1	0	.03	-	 < 0.01	1.00E00	1.00E00
polynucleotide 3'-phosphatase activity (GO:0046403)	1	0	.03	-	 < 0.01	1.00E00	1.00E00
tRNA (cytidine-5-)-methyltransferase activity (GO:0016428)	1	0	.03	-	 < 0.01	1.00E00	1.00E00
tRNA (adenine) methyltransferase activity (GO:0016426)	2	0	.07	-	 < 0.01	1.00E00	1.00E00
N,N-dimethylaniline monooxygenase activity (GO:0004499)	1	0	.03	-	 < 0.01	1.00E00	1.00E00
tRNA (guanine) methyltransferase activity (GO:0016423)	8	0	.28	-	 < 0.01	1.00E00	1.00E00
mevalonate kinase activity (GO:0004496)	1	0	.03	-	 < 0.01	1.00E00	1.00E00
5'-3' DNA helicase activity (GO:0043139)	7	0	.24	-	 < 0.01	1.00E00	1.00E00
3'-5' DNA helicase activity (GO:0043138)	14	0	.49	-	 < 0.01	1.00E00	1.00E00
double-stranded RNA-specific ribonuclease activity (GO:0032296)	3	0	.10	-	 < 0.01	1.00E00	1.00E00
glycerol-3-phosphatase activity (GO:0043136)	1	0	.03	-	 < 0.01	1.00E00	1.00E00
calcium-dependent protein serine/threonine kinase activity (GO:0009931)	1	0	.03	-	 < 0.01	1.00E00	1.00E00
endochitinase activity (GO:0008843)	2	0	.07	-	 < 0.01	1.00E00	1.00E00
dihydrofolate synthase activity (GO:0008841)	2	0	.07	-	 < 0.01	1.00E00	1.00E00
protein phosphorylated amino acid binding (GO:0045309)	9	0	.31	-	 < 0.01	1.00E00	1.00E00
O-palmitoyltransferase activity (GO:0016416)	1	0	.03	-	 < 0.01	1.00E00	1.00E00
octanoyltransferase activity (GO:0016415)	2	0	.07	-	 < 0.01	1.00E00	1.00E00
O-octanoyltransferase activity (GO:0016414)	1	0	.03	-	 < 0.01	1.00E00	1.00E00
methylenetetrahydrofolate reductase (NAD(P)H) activity (GO:0004489)	2	0	.07	-	 < 0.01	1.00E00	1.00E00
O-acetyltransferase activity (GO:0016413)	12	0	.42	-	 < 0.01	1.00E00	1.00E00
methylenetetrahydrofolate dehydrogenase (NADP+) activity (GO:0004488)	3	0	.10	-	 < 0.01	1.00E00	1.00E00
methylenetetrahydrofolate dehydrogenase (NAD+) activity (GO:0004487)	1	0	.03	-	 < 0.01	1.00E00	1.00E00
acylglycerol O-acyltransferase activity (GO:0016411)	5	0	.17	-	 < 0.01	1.00E00	1.00E00
methylenetetrahydrofolate dehydrogenase [NAD(P)+] activity (GO:0004486)	3	0	.10	-	 < 0.01	1.00E00	1.00E00
histidine phosphotransfer kinase activity (GO:0009927)	2	0	.07	-	 < 0.01	1.00E00	1.00E00
N-acyltransferase activity (GO:0016410)	48	0	1.67	-	 < 0.01	4.15E-01	1.00E00
methylcrotonoyl-CoA carboxylase activity (GO:0004485)	1	0	.03	-	 < 0.01	1.00E00	1.00E00
mRNA guanylyltransferase activity (GO:0004484)	1	0	.03	-	 < 0.01	1.00E00	1.00E00
mRNA 5'-cap (guanine-N7-)-methyltransferase activity (GO:0004482)	1	0	.03	-	 < 0.01	1.00E00	1.00E00
molecular transducer activity (GO:0060089)	18	0	.63	-	 < 0.01	1.00E00	1.00E00
diaminohydroxyphosphoribosylaminopyrimidine deaminase activity (GO:0008835)	2	0	.07	-	 < 0.01	1.00E00	1.00E00
ATPase inhibitor activity (GO:0042030)	9	0	.31	-	 < 0.01	1.00E00	1.00E00
zinc chaperone activity (GO:0140827)	1	0	.03	-	 < 0.01	1.00E00	1.00E00
3'-5' RNA helicase activity (GO:0034458)	4	0	.14	-	 < 0.01	1.00E00	1.00E00
thioredoxin-dependent peroxiredoxin activity (GO:0140824)	8	0	.28	-	 < 0.01	1.00E00	1.00E00
palmitoyltransferase activity (GO:0016409)	13	0	.45	-	 < 0.01	1.00E00	1.00E00
C-acyltransferase activity (GO:0016408)	7	0	.24	-	 < 0.01	1.00E00	1.00E00
carnitine O-acyltransferase activity (GO:0016406)	3	0	.10	-	 < 0.01	1.00E00	1.00E00
CoA-ligase activity (GO:0016405)	8	0	.28	-	 < 0.01	1.00E00	1.00E00
methionyl-tRNA formyltransferase activity (GO:0004479)	1	0	.03	-	 < 0.01	1.00E00	1.00E00
methionine adenosyltransferase activity (GO:0004478)	2	0	.07	-	 < 0.01	1.00E00	1.00E00
methenyltetrahydrofolate cyclohydrolase activity (GO:0004477)	2	0	.07	-	 < 0.01	1.00E00	1.00E00
mannose-6-phosphate isomerase activity (GO:0004476)	1	0	.03	-	 < 0.01	1.00E00	1.00E00
mannose-1-phosphate guanylyltransferase (GTP) activity (GO:0004475)	1	0	.03	-	 < 0.01	1.00E00	1.00E00
malate dehydrogenase (decarboxylating) (NAD+) activity (GO:0004471)	1	0	.03	-	 < 0.01	1.00E00	1.00E00
dATP diphosphatase activity (GO:0008828)	1	0	.03	-	 < 0.01	1.00E00	1.00E00
precorrin-2 dehydrogenase activity (GO:0043115)	1	0	.03	-	 < 0.01	1.00E00	1.00E00
18S rRNA aminocarboxypropyltransferase activity (GO:0106388)	1	0	.03	-	 < 0.01	1.00E00	1.00E00
malic enzyme activity (GO:0004470)	1	0	.03	-	 < 0.01	1.00E00	1.00E00
(3R)-hydroxyacyl-CoA dehydrogenase (NAD+) activity (GO:0106386)	1	0	.03	-	 < 0.01	1.00E00	1.00E00
cupric reductase (NADH) activity (GO:0008823)	1	0	.03	-	 < 0.01	1.00E00	1.00E00
rDNA spacer replication fork barrier binding (GO:0043110)	1	0	.03	-	 < 0.01	1.00E00	1.00E00
8-oxo-7,8-dihydrodeoxyguanosine triphosphate pyrophosphatase activity (GO:0035539)	1	0	.03	-	 < 0.01	1.00E00	1.00E00
mRNA 5'-triphosphate monophosphatase activity (GO:0140818)	2	0	.07	-	 < 0.01	1.00E00	1.00E00
long-chain fatty acid-CoA ligase activity (GO:0004467)	5	0	.17	-	 < 0.01	1.00E00	1.00E00
lactoylglutathione lyase activity (GO:0004462)	1	0	.03	-	 < 0.01	1.00E00	1.00E00
2-hydroxy-dATP hydrolase activity (GO:0106378)	1	0	.03	-	 < 0.01	1.00E00	1.00E00
L-lactate dehydrogenase (cytochrome) activity (GO:0004460)	1	0	.03	-	 < 0.01	1.00E00	1.00E00
phosphopantetheine binding (GO:0031177)	1	0	.03	-	 < 0.01	1.00E00	1.00E00
cellulase activity (GO:0008810)	1	0	.03	-	 < 0.01	1.00E00	1.00E00
NADH pyrophosphatase activity (GO:0035529)	1	0	.03	-	 < 0.01	1.00E00	1.00E00
1-phosphatidylinositol binding (GO:0005545)	3	0	.10	-	 < 0.01	1.00E00	1.00E00
calcium-dependent phospholipid binding (GO:0005544)	2	0	.07	-	 < 0.01	1.00E00	1.00E00
bis(5'-adenosyl)-pentaphosphatase activity (GO:0034432)	1	0	.03	-	 < 0.01	1.00E00	1.00E00
bis(5'-adenosyl)-hexaphosphatase activity (GO:0034431)	1	0	.03	-	 < 0.01	1.00E00	1.00E00
D-lactate dehydrogenase (cytochrome) activity (GO:0004458)	3	0	.10	-	 < 0.01	1.00E00	1.00E00
lactate dehydrogenase activity (GO:0004457)	4	0	.14	-	 < 0.01	1.00E00	1.00E00
tRNA N-acetyltransferase activity (GO:0051392)	1	0	.03	-	 < 0.01	1.00E00	1.00E00
ketol-acid reductoisomerase activity (GO:0004455)	1	0	.03	-	 < 0.01	1.00E00	1.00E00
isopentenyl-diphosphate delta-isomerase activity (GO:0004452)	2	0	.07	-	 < 0.01	1.00E00	1.00E00
isocitrate lyase activity (GO:0004451)	2	0	.07	-	 < 0.01	1.00E00	1.00E00
carboxymethylenebutenolidase activity (GO:0008806)	1	0	.03	-	 < 0.01	1.00E00	1.00E00
4-hydroxy-3-all-trans-hexaprenylbenzoate oxygenase activity (GO:0106364)	1	0	.03	-	 < 0.01	1.00E00	1.00E00
beta-phosphoglucomutase activity (GO:0008801)	4	0	.14	-	 < 0.01	1.00E00	1.00E00
peptide-glutamate-alpha-N-acetyltransferase activity (GO:1990190)	1	0	.03	-	 < 0.01	1.00E00	1.00E00
RNA polymerase I general transcription initiation factor activity (GO:0001181)	6	0	.21	-	 < 0.01	1.00E00	1.00E00
D-mannose binding (GO:0005537)	7	0	.24	-	 < 0.01	1.00E00	1.00E00
S-adenosyl-L-methionine transmembrane transporter activity (GO:0000095)	2	0	.07	-	 < 0.01	1.00E00	1.00E00
D-glucose binding (GO:0005536)	8	0	.28	-	 < 0.01	1.00E00	1.00E00
steryl-beta-glucosidase activity (GO:0050295)	1	0	.03	-	 < 0.01	1.00E00	1.00E00
endopeptidase regulator activity (GO:0061135)	7	0	.24	-	 < 0.01	1.00E00	1.00E00
2-hydroxyacyl-CoA lyase activity (GO:0106359)	1	0	.03	-	 < 0.01	1.00E00	1.00E00
endopeptidase activator activity (GO:0061133)	2	0	.07	-	 < 0.01	1.00E00	1.00E00
peptide-serine-alpha-N-acetyltransferase activity (GO:1990189)	3	0	.10	-	 < 0.01	1.00E00	1.00E00
sphingosine N-acyltransferase activity (GO:0050291)	4	0	.14	-	 < 0.01	1.00E00	1.00E00
RNA polymerase I general transcription initiation factor binding (GO:0001179)	4	0	.14	-	 < 0.01	1.00E00	1.00E00
histone H3K79 methyltransferase activity (GO:0031151)	1	0	.03	-	 < 0.01	1.00E00	1.00E00
L-malate dehydrogenase (NAD+) activity (GO:0030060)	3	0	.10	-	 < 0.01	1.00E00	1.00E00
FK506 binding (GO:0005528)	1	0	.03	-	 < 0.01	1.00E00	1.00E00
macrolide binding (GO:0005527)	4	0	.14	-	 < 0.01	1.00E00	1.00E00
mannose-ethanolamine phosphotransferase activity (GO:0051377)	4	0	.14	-	 < 0.01	1.00E00	1.00E00
peroxisome membrane targeting sequence binding (GO:0033328)	1	0	.03	-	 < 0.01	1.00E00	1.00E00
phosphatidylinositol-4,5-bisphosphate 5-phosphatase activity (GO:0004439)	4	0	.14	-	 < 0.01	1.00E00	1.00E00
phosphatidylinositol-3-phosphate phosphatase activity (GO:0004438)	4	0	.14	-	 < 0.01	1.00E00	1.00E00
phosphatidylinositol phospholipase C activity (GO:0004435)	1	0	.03	-	 < 0.01	1.00E00	1.00E00
sorbitol-6-phosphatase activity (GO:0050286)	1	0	.03	-	 < 0.01	1.00E00	1.00E00
1-phosphatidylinositol 4-kinase activity (GO:0004430)	4	0	.14	-	 < 0.01	1.00E00	1.00E00
glyoxylate reductase activity (GO:0106345)	3	0	.10	-	 < 0.01	1.00E00	1.00E00
phosphodiesterase decapping endonuclease activity (GO:1990174)	2	0	.07	-	 < 0.01	1.00E00	1.00E00
tRNA (guanine(34)-2'-O)-methyltransferase activity (GO:0106340)	1	0	.03	-	 < 0.01	1.00E00	1.00E00
RNA polymerase I cis-regulatory region sequence-specific DNA binding (GO:0001165)	3	0	.10	-	 < 0.01	1.00E00	1.00E00
RNA polymerase I core promoter sequence-specific DNA binding (GO:0001164)	2	0	.07	-	 < 0.01	1.00E00	1.00E00
RNA polymerase I transcription regulatory region sequence-specific DNA binding (GO:0001163)	6	0	.21	-	 < 0.01	1.00E00	1.00E00
cytoskeletal regulatory protein binding (GO:0005519)	1	0	.03	-	 < 0.01	1.00E00	1.00E00
inorganic diphosphate phosphatase activity (GO:0004427)	2	0	.07	-	 < 0.01	1.00E00	1.00E00
sedoheptulose-bisphosphatase activity (GO:0050278)	1	0	.03	-	 < 0.01	1.00E00	1.00E00
indole-3-glycerol-phosphate synthase activity (GO:0004425)	1	0	.03	-	 < 0.01	1.00E00	1.00E00
imidazoleglycerol-phosphate dehydratase activity (GO:0004424)	1	0	.03	-	 < 0.01	1.00E00	1.00E00
hypoxanthine phosphoribosyltransferase activity (GO:0004422)	2	0	.07	-	 < 0.01	1.00E00	1.00E00
tRNA (cytidine(32)-2'-O)-methyltransferase activity (GO:0106339)	1	0	.03	-	 < 0.01	1.00E00	1.00E00
hydroxymethylglutaryl-CoA synthase activity (GO:0004421)	1	0	.03	-	 < 0.01	1.00E00	1.00E00
hydroxymethylglutaryl-CoA reductase (NADPH) activity (GO:0004420)	2	0	.07	-	 < 0.01	1.00E00	1.00E00
tRNA (5-carboxymethyluridine(34)-5-O)-methyltransferase activity (GO:0106335)	1	0	.03	-	 < 0.01	1.00E00	1.00E00
single-strand break-containing DNA binding (GO:1990165)	2	0	.07	-	 < 0.01	1.00E00	1.00E00
serine 3-dehydrogenase activity (GO:0031132)	1	0	.03	-	 < 0.01	1.00E00	1.00E00
TFIIIC-class transcription factor complex binding (GO:0001156)	2	0	.07	-	 < 0.01	1.00E00	1.00E00
calcium ion binding (GO:0005509)	28	0	.97	-	 < 0.01	6.25E-01	1.00E00
oligosaccharide binding (GO:0070492)	1	0	.03	-	 < 0.01	1.00E00	1.00E00
leukotriene C4 gamma-glutamyl transferase activity (GO:0103068)	1	0	.03	-	 < 0.01	1.00E00	1.00E00
copper ion binding (GO:0005507)	22	0	.77	-	 < 0.01	1.00E00	1.00E00
4alpha-carboxy-5alpha-cholesta-8-en-3beta-ol:NAD(P)+ 3-dehydrogenase (decarboxylating) activity (GO:0103067)	1	0	.03	-	 < 0.01	1.00E00	1.00E00
4alpha-carboxy-4beta-methyl-5alpha-cholesta-8-en-3beta-ol:NAD(P)+ 3-oxidoreductase (decarboxylating) activity (GO:0103066)	1	0	.03	-	 < 0.01	1.00E00	1.00E00
L-ornithine transmembrane transporter activity (GO:0000064)	3	0	.10	-	 < 0.01	1.00E00	1.00E00
fatty acid binding (GO:0005504)	3	0	.10	-	 < 0.01	1.00E00	1.00E00
inositol phosphorylceramide mannosyltransferase activity (GO:0103064)	2	0	.07	-	 < 0.01	1.00E00	1.00E00
fatty-acyl-CoA binding (GO:0000062)	1	0	.03	-	 < 0.01	1.00E00	1.00E00
hydroxymethylbilane synthase activity (GO:0004418)	1	0	.03	-	 < 0.01	1.00E00	1.00E00
hydroxyethylthiazole kinase activity (GO:0004417)	1	0	.03	-	 < 0.01	1.00E00	1.00E00
hydroxyacylglutathione hydrolase activity (GO:0004416)	2	0	.07	-	 < 0.01	1.00E00	1.00E00
homoserine O-acetyltransferase activity (GO:0004414)	1	0	.03	-	 < 0.01	1.00E00	1.00E00
homoserine kinase activity (GO:0004413)	1	0	.03	-	 < 0.01	1.00E00	1.00E00
riboflavin transmembrane transporter activity (GO:0032217)	1	0	.03	-	 < 0.01	1.00E00	1.00E00
homoserine dehydrogenase activity (GO:0004412)	1	0	.03	-	 < 0.01	1.00E00	1.00E00
glucosaminyl-phosphatidylinositol O-acyltransferase activity (GO:0032216)	1	0	.03	-	 < 0.01	1.00E00	1.00E00
ribosylpyrimidine nucleosidase activity (GO:0050263)	1	0	.03	-	 < 0.01	1.00E00	1.00E00
homocitrate synthase activity (GO:0004410)	2	0	.07	-	 < 0.01	1.00E00	1.00E00
ribosylnicotinamide kinase activity (GO:0050262)	1	0	.03	-	 < 0.01	1.00E00	1.00E00
S-(hydroxymethyl)glutathione dehydrogenase (NAD+) activity (GO:0106322)	1	0	.03	-	 < 0.01	1.00E00	1.00E00
S-(hydroxymethyl)glutathione dehydrogenase (NADP+) activity (GO:0106321)	1	0	.03	-	 < 0.01	1.00E00	1.00E00
cytidine kinase activity (GO:0043771)	2	0	.07	-	 < 0.01	1.00E00	1.00E00
transcription termination site sequence-specific DNA binding (GO:0001147)	1	0	.03	-	 < 0.01	1.00E00	1.00E00
homoaconitate hydratase activity (GO:0004409)	1	0	.03	-	 < 0.01	1.00E00	1.00E00
histone deacetylase activity (GO:0004407)	14	0	.49	-	 < 0.01	1.00E00	1.00E00
histone acetyltransferase activity (GO:0004402)	21	0	.73	-	 < 0.01	1.00E00	1.00E00
histidinol-phosphatase activity (GO:0004401)	1	0	.03	-	 < 0.01	1.00E00	1.00E00
histidinol-phosphate transaminase activity (GO:0004400)	1	0	.03	-	 < 0.01	1.00E00	1.00E00
methylenetetrahydrofolate reductase (NADPH) activity (GO:0106313)	2	0	.07	-	 < 0.01	1.00E00	1.00E00
methylenetetrahydrofolate reductase (NADH) activity (GO:0106312)	1	0	.03	-	 < 0.01	1.00E00	1.00E00
RNA polymerase II complex recruiting activity (GO:0001139)	3	0	.10	-	 < 0.01	1.00E00	1.00E00
methione N-acyltransferase activity (GO:0103045)	2	0	.07	-	 < 0.01	1.00E00	1.00E00
tubulin-dependent ATPase activity (GO:0070463)	1	0	.03	-	 < 0.01	1.00E00	1.00E00
acyl carrier activity (GO:0000036)	1	0	.03	-	 < 0.01	1.00E00	1.00E00
acyl binding (GO:0000035)	1	0	.03	-	 < 0.01	1.00E00	1.00E00
adenine deaminase activity (GO:0000034)	1	0	.03	-	 < 0.01	1.00E00	1.00E00
alpha-1,3-mannosyltransferase activity (GO:0000033)	6	0	.21	-	 < 0.01	1.00E00	1.00E00
mannosylphosphate transferase activity (GO:0000031)	1	0	.03	-	 < 0.01	1.00E00	1.00E00
pyridoxine:NADP 4-dehydrogenase activity (GO:0050236)	1	0	.03	-	 < 0.01	1.00E00	1.00E00
LPPG:FO 2-phospho-L-lactate transferase activity (GO:0043743)	1	0	.03	-	 < 0.01	1.00E00	1.00E00
fructose-1-phosphatase activity (GO:0103026)	1	0	.03	-	 < 0.01	1.00E00	1.00E00
RNA helicase inhibitor activity (GO:1990119)	1	0	.03	-	 < 0.01	1.00E00	1.00E00
glutamate synthase activity (GO:0015930)	1	0	.03	-	 < 0.01	1.00E00	1.00E00
DNA-3-methylbase glycosylase activity (GO:0043733)	1	0	.03	-	 < 0.01	1.00E00	1.00E00
single-stranded DNA endodeoxyribonuclease activity (GO:0000014)	8	0	.28	-	 < 0.01	1.00E00	1.00E00
trehalase activity (GO:0015927)	3	0	.10	-	 < 0.01	1.00E00	1.00E00
histone H4 acetyltransferase activity (GO:0010485)	4	0	.14	-	 < 0.01	1.00E00	1.00E00
histone H3 acetyltransferase activity (GO:0010484)	2	0	.07	-	 < 0.01	1.00E00	1.00E00
mannosyl-oligosaccharide mannosidase activity (GO:0015924)	3	0	.10	-	 < 0.01	1.00E00	1.00E00
adenine phosphoribosyltransferase activity (GO:0003999)	2	0	.07	-	 < 0.01	1.00E00	1.00E00
mannosidase activity (GO:0015923)	6	0	.21	-	 < 0.01	1.00E00	1.00E00
5-amino-4-imidazole carboxylate lyase activity (GO:0043727)	1	0	.03	-	 < 0.01	1.00E00	1.00E00
acyl-CoA oxidase activity (GO:0003997)	1	0	.03	-	 < 0.01	1.00E00	1.00E00
aconitate hydratase activity (GO:0003994)	2	0	.07	-	 < 0.01	1.00E00	1.00E00
translation elongation factor binding (GO:0061770)	6	0	.21	-	 < 0.01	1.00E00	1.00E00
acid phosphatase activity (GO:0003993)	8	0	.28	-	 < 0.01	1.00E00	1.00E00
N2-acetyl-L-ornithine:2-oxoglutarate 5-aminotransferase activity (GO:0003992)	1	0	.03	-	 < 0.01	1.00E00	1.00E00
acetylglutamate kinase activity (GO:0003991)	1	0	.03	-	 < 0.01	1.00E00	1.00E00
alpha-1,6-mannosyltransferase activity (GO:0000009)	10	0	.35	-	 < 0.01	1.00E00	1.00E00
low-affinity zinc ion transmembrane transporter activity (GO:0000007)	1	0	.03	-	 < 0.01	1.00E00	1.00E00
high-affinity zinc transmembrane transporter activity (GO:0000006)	1	0	.03	-	 < 0.01	1.00E00	1.00E00
ferric iron binding (GO:0008199)	1	0	.03	-	 < 0.01	1.00E00	1.00E00
phosphatidate phosphatase activity (GO:0008195)	4	0	.14	-	 < 0.01	1.00E00	1.00E00
oxalate-CoA ligase activity (GO:0050203)	1	0	.03	-	 < 0.01	1.00E00	1.00E00
tRNA guanylyltransferase activity (GO:0008193)	1	0	.03	-	 < 0.01	1.00E00	1.00E00
RNA guanylyltransferase activity (GO:0008192)	2	0	.07	-	 < 0.01	1.00E00	1.00E00
eukaryotic initiation factor 4E binding (GO:0008190)	2	0	.07	-	 < 0.01	1.00E00	1.00E00
2-hydroxy-3-keto-5-methylthiopentenyl-1-phosphate phosphatase activity (GO:0043716)	1	0	.03	-	 < 0.01	1.00E00	1.00E00
acetyl-CoA C-acyltransferase activity (GO:0003988)	2	0	.07	-	 < 0.01	1.00E00	1.00E00
2,3-diketo-5-methylthiopentyl-1-phosphate enolase activity (GO:0043715)	1	0	.03	-	 < 0.01	1.00E00	1.00E00
acetate-CoA ligase activity (GO:0003987)	2	0	.07	-	 < 0.01	1.00E00	1.00E00
acetyl-CoA hydrolase activity (GO:0003986)	2	0	.07	-	 < 0.01	1.00E00	1.00E00
acetyl-CoA C-acetyltransferase activity (GO:0003985)	1	0	.03	-	 < 0.01	1.00E00	1.00E00
UTP:glucose-1-phosphate uridylyltransferase activity (GO:0003983)	2	0	.07	-	 < 0.01	1.00E00	1.00E00
ATPase-coupled ion transmembrane transporter activity (GO:0042625)	18	0	.63	-	 < 0.01	1.00E00	1.00E00
fluoride transmembrane transporter activity (GO:1903425)	2	0	.07	-	 < 0.01	1.00E00	1.00E00
tRNA (uracil(54)-C5)-methyltransferase activity, S-adenosyl methionine-dependent (GO:0030697)	1	0	.03	-	 < 0.01	1.00E00	1.00E00
CENP-A containing nucleosome binding (GO:0097030)	1	0	.03	-	 < 0.01	1.00E00	1.00E00
alpha-ketoglutarate reductase activity (GO:0061759)	2	0	.07	-	 < 0.01	1.00E00	1.00E00
glycogen phosphorylase activity (GO:0008184)	1	0	.03	-	 < 0.01	1.00E00	1.00E00
D-xylose reductase (NADPH) activity (GO:0032866)	1	0	.03	-	 < 0.01	1.00E00	1.00E00
UDP-glucose 4-epimerase activity (GO:0003978)	1	0	.03	-	 < 0.01	1.00E00	1.00E00
UDP-N-acetylglucosamine diphosphorylase activity (GO:0003977)	1	0	.03	-	 < 0.01	1.00E00	1.00E00
UDP-N-acetylglucosamine-dolichyl-phosphate N-acetylglucosaminephosphotransferase activity (GO:0003975)	1	0	.03	-	 < 0.01	1.00E00	1.00E00
ubiquitin-protein transferase activator activity (GO:0097027)	6	0	.21	-	 < 0.01	1.00E00	1.00E00
fructose 6-phosphate aldolase activity (GO:0097023)	1	0	.03	-	 < 0.01	1.00E00	1.00E00
COPII receptor activity (GO:0097020)	2	0	.07	-	 < 0.01	1.00E00	1.00E00
malonate(1-) transmembrane transporter activity (GO:1901239)	1	0	.03	-	 < 0.01	1.00E00	1.00E00
(R)-carnitine transmembrane transporter activity (GO:1901235)	1	0	.03	-	 < 0.01	1.00E00	1.00E00
protein carboxyl O-methyltransferase activity (GO:0051998)	2	0	.07	-	 < 0.01	1.00E00	1.00E00
adenylate cyclase binding (GO:0008179)	1	0	.03	-	 < 0.01	1.00E00	1.00E00
succinate dehydrogenase (quinone) activity (GO:0008177)	6	0	.21	-	 < 0.01	1.00E00	1.00E00
tRNA (guanine(46)-N7)-methyltransferase activity (GO:0008176)	1	0	.03	-	 < 0.01	1.00E00	1.00E00
forked DNA-dependent helicase activity (GO:0061749)	1	0	.03	-	 < 0.01	1.00E00	1.00E00
mRNA methyltransferase activity (GO:0008174)	2	0	.07	-	 < 0.01	1.00E00	1.00E00
S-methyltransferase activity (GO:0008172)	4	0	.14	-	 < 0.01	1.00E00	1.00E00
(R)-2-hydroxyglutarate dehydrogenase activity (GO:0051990)	1	0	.03	-	 < 0.01	1.00E00	1.00E00
